,Year,Title,0,1,2,3,4,5
1463,30,3506,9,1,17,9,17,9
1464,30,281,16,16,3,16,3,3
1465,30,2817,17,17,17,17,17,17
1466,30,1485,3,3,3,3,16,3
1467,30,2258,17,0,9,17,9,17
1468,30,2224,14,7,14,7,14,14
1469,30,3350,7,7,7,7,7,7
1470,65,2688,16,16,16,16,16,16
1471,30,3530,14,14,14,14,14,14
1472,65,2196,3,3,3,3,3,3
1473,30,455,3,12,12,3,3,3
1474,30,471,3,3,3,3,3,3
1475,30,1050,3,3,3,3,3,3
1476,30,2565,3,3,3,3,3,3
1477,65,152,14,14,14,14,14,14
1478,30,145,14,14,14,14,14,14
1479,65,129,16,16,16,16,16,16
1480,30,2877,0,3,3,0,0,3
1481,65,1234,14,14,14,14,14,14
1482,30,3543,14,14,14,14,14,14
1483,30,2893,0,17,17,0,17,0
1484,65,231,3,3,3,3,3,3
1485,30,1688,16,16,16,16,16,16
1486,65,102,3,3,3,3,3,3
1487,30,3609,17,16,17,17,7,16
1488,53,2169,3,3,3,3,3,3
1489,30,1875,9,17,9,10,9,1
1490,30,1978,14,14,14,14,14,14
1491,30,3455,17,17,4,4,4,17
1492,65,1527,14,14,14,14,14,14
1493,30,2227,3,3,3,3,3,3
1494,65,1204,3,3,3,3,3,3
1495,30,950,14,14,14,14,14,14
1496,65,752,3,3,3,3,3,3
1497,57,2373,3,3,3,3,3,3
1498,30,2375,3,16,16,3,16,3
1499,65,1640,14,14,14,14,14,14
1500,30,3465,1,9,1,1,9,1
1501,30,1324,14,7,14,7,7,14
1502,30,1122,16,16,16,14,14,14
1503,65,3381,14,14,16,3,14,3
1504,30,2117,3,3,3,3,3,3
1505,30,1179,0,0,4,17,4,9
1506,65,3650,3,3,3,3,3,3
1507,65,3889,14,14,14,14,14,14
1508,30,3380,1,3,1,1,1,1
1509,65,2895,3,3,3,3,3,3
1510,48,482,16,16,16,16,16,16
1511,30,3792,14,14,14,16,14,16
1512,30,423,1,9,9,9,3,9
1513,30,1213,17,9,17,9,17,17
1514,65,363,14,14,14,14,14,14
1515,48,1253,16,16,16,16,3,16
1516,48,480,3,3,3,3,3,3
1517,30,715,17,0,17,0,16,17
1518,65,3292,3,3,3,3,3,3
1519,65,1634,14,14,14,14,14,14
1520,48,3011,3,3,3,3,3,3
1521,65,2273,14,14,14,14,14,14
1522,30,2165,7,9,17,9,7,17
1523,30,3579,3,3,3,3,3,3
1524,30,3493,16,16,16,16,14,16
1525,65,1051,14,14,14,14,0,0
1526,30,955,1,1,9,8,14,8
1527,30,1808,3,3,3,3,3,3
1528,65,1675,7,3,3,7,3,3
1529,30,3630,14,16,14,14,16,14
1530,53,3045,4,4,4,4,4,4
1531,65,3799,16,14,14,16,16,14
1532,97,116,3,3,3,3,3,3
1533,30,2839,4,0,4,4,4,17
1534,30,998,16,16,16,16,16,16
1535,65,3457,3,3,3,3,3,3
1536,65,1508,3,3,3,3,3,3
1537,48,1671,7,7,7,7,7,7
1538,65,2658,3,3,3,3,3,3
1539,30,2694,9,9,17,9,14,4
1540,30,729,14,14,14,14,14,14
1541,30,1799,1,9,9,9,1,9
1542,30,3252,1,1,10,10,10,1
1543,30,674,4,3,3,4,3,4
1544,65,3724,14,14,14,14,14,14
1545,30,2728,3,3,17,3,12,12
1546,40,3883,9,17,9,9,17,17
1547,30,3282,1,14,14,14,1,14
1548,30,1636,6,3,7,7,6,6
1549,30,830,4,17,17,4,6,4
1550,30,3596,0,17,17,9,9,17
1551,30,3118,1,1,1,1,14,1
1552,30,1387,14,16,14,16,16,16
1553,30,2121,3,3,3,3,3,3
1554,30,1064,1,9,9,3,1,3
1555,30,2453,3,3,3,3,3,3
1556,30,2693,16,16,16,17,0,6
1557,60,1625,7,7,3,3,0,3
1558,30,2170,17,17,17,17,17,17
1559,30,2222,16,3,3,3,16,16
1560,30,1272,3,7,3,3,5,7
1561,30,980,14,14,14,14,14,14
1562,30,3499,4,4,4,0,4,0
1563,30,3051,14,14,14,17,17,14
1564,30,1367,9,16,9,9,16,16
1565,30,1478,17,17,17,9,9,9
1566,30,2391,17,17,17,0,17,17
1567,30,1308,3,3,3,3,3,3
1568,34,182,0,0,17,17,0,0
1569,88,2680,3,3,3,3,3,3
1570,30,3287,14,14,14,14,14,14
1571,30,930,3,3,3,3,3,3
1572,30,2202,14,14,14,14,14,14
1573,30,2462,0,0,9,9,9,9
1574,30,244,17,0,12,12,17,0
1575,30,397,7,5,0,7,5,7
1576,30,3140,3,12,3,12,12,12
1577,30,1498,3,3,0,0,0,7
1578,30,3495,3,3,3,3,3,3
1579,30,2628,14,14,3,14,14,14
1580,30,3389,2,2,2,2,2,2
1581,30,1369,3,3,3,3,3,3
1582,30,1765,6,0,0,6,0,0
1583,30,2167,17,0,17,17,17,3
1584,30,2579,7,6,17,6,6,7
1585,30,2203,3,3,3,3,3,3
1586,30,1465,14,16,14,14,16,14
1587,30,2069,3,14,14,3,14,14
1588,30,3081,0,0,0,0,0,0
1589,30,1614,16,14,16,16,14,14
1590,30,3181,3,3,3,3,3,3
1591,30,1778,3,3,3,3,3,3
1592,30,1637,0,17,0,17,17,0
1593,30,2557,3,16,3,16,3,16
1594,30,449,14,14,14,14,14,14
1595,30,354,14,14,14,14,14,14
1596,65,403,14,3,14,3,3,14
1597,30,3354,3,16,3,3,16,16
1598,30,3806,2,0,2,0,2,0
1599,30,1572,0,2,2,2,6,7
1600,30,1663,14,14,14,14,14,14
1601,30,3908,0,7,0,7,7,0
1602,30,1390,3,3,0,0,3,14
1603,30,1647,15,15,15,15,15,15
1604,30,1106,3,3,3,3,3,3
1605,30,2794,3,3,3,3,3,3
1606,30,662,15,15,15,15,15,15
1607,30,3166,4,0,3,4,4,4
1608,30,574,10,10,3,1,3,3
1609,60,1288,2,2,2,2,2,2
1610,30,1222,16,16,16,16,16,16
1611,30,1922,15,15,15,15,15,15
1612,30,3283,16,16,16,16,16,0
1613,60,3260,3,3,3,3,3,3
1614,30,644,3,3,3,3,3,3
1615,30,1742,0,0,0,0,0,0
1616,30,2349,7,7,7,7,7,7
1617,67,2734,14,14,14,14,14,14
1618,65,3503,3,3,3,3,3,3
1619,30,2299,14,14,14,14,14,14
1620,30,3696,16,16,16,16,16,16
1621,30,325,17,17,17,3,17,3
1622,30,1755,3,3,3,3,3,3
1623,30,2835,16,16,16,16,16,16
1624,30,3097,3,3,3,3,12,3
1625,30,3175,7,7,7,7,7,7
1626,30,1444,3,3,3,3,3,3
1627,30,3631,3,3,3,3,3,3
1628,80,585,0,0,16,0,16,3
1629,30,2465,0,7,0,7,7,0
1630,30,1455,17,17,12,9,4,4
1631,30,3102,14,14,14,14,14,14
1632,77,561,3,3,3,3,3,3
1633,60,3627,14,14,14,14,14,14
1634,60,2741,3,16,16,3,3,16
1635,30,3540,17,9,17,17,17,17
1636,60,2406,3,3,3,3,3,3
1637,30,2289,16,3,0,0,3,16
1638,30,3478,16,16,16,16,16,16
1639,65,678,16,16,16,16,16,16
1640,30,622,0,7,7,0,0,7
1641,30,1599,0,0,0,17,17,0
1642,30,2326,1,8,8,1,8,11
1643,30,1736,14,14,14,6,6,14
1644,30,874,4,2,4,2,4,4
1645,48,2403,4,4,2,2,4,4
1646,30,1467,3,3,3,3,3,3
1647,30,1746,3,3,3,3,3,3
1648,30,3148,3,3,3,3,3,3
1649,30,3284,12,3,3,12,3,3
1650,55,1541,7,7,7,7,7,7
1651,30,1161,14,14,14,14,14,14
1652,60,3424,3,3,3,3,3,3
1653,30,2851,3,14,14,14,14,3
1654,30,2651,14,1,14,1,1,14
1655,30,1456,14,14,14,14,14,14
1656,30,906,3,3,3,3,3,3
1657,65,1800,3,3,3,3,3,3
1658,65,628,3,3,3,3,3,3
1659,30,1843,1,14,1,14,14,14
1660,30,542,3,3,3,3,3,3
1661,30,865,0,0,0,0,0,0
1662,65,3636,3,3,3,3,3,3
1663,30,2621,7,7,6,14,3,7
1664,30,2055,1,1,1,1,1,1
1665,65,329,16,16,16,16,16,16
1666,30,1292,0,0,0,0,0,0
1667,30,1309,3,3,3,3,3,3
1668,30,3392,0,2,0,2,2,2
1669,30,2623,0,0,0,0,0,0
1670,30,1792,3,3,3,3,3,3
1671,48,142,4,17,9,9,4,9
1672,30,3778,16,16,16,3,3,16
1673,30,1136,16,17,17,0,17,0
1674,65,330,3,3,3,14,3,3
1675,65,1509,3,3,3,3,3,3
1676,30,2539,3,3,3,3,3,3
1677,30,1662,3,3,3,3,3,3
1678,60,807,3,3,3,3,3,3
1679,30,3712,3,3,3,3,3,3
1680,30,2718,3,3,3,3,3,3
1681,30,3185,3,3,3,3,3,3
1682,30,2840,14,14,14,14,14,14
1683,60,458,6,7,7,7,7,0
1684,30,1068,16,3,16,3,3,16
1685,30,1376,3,14,14,3,14,3
1686,60,638,3,16,3,16,16,16
1687,60,1918,14,14,14,14,14,14
1688,60,218,1,1,17,1,1,17
1689,60,488,3,17,3,17,17,3
1690,48,2320,3,3,3,3,3,3
1691,60,3246,7,7,7,7,7,7
1692,65,1445,15,15,15,15,15,15
1693,60,1193,17,9,17,9,0,9
1694,60,1500,14,14,14,14,14,14
1695,30,3681,3,3,3,14,3,3
1696,60,792,0,0,5,5,4,0
1697,65,1095,16,16,16,16,16,16
1698,30,2567,10,10,10,1,1,9
1699,60,650,17,0,17,17,17,0
1700,60,2823,14,14,14,14,14,14
1701,60,1577,17,0,0,6,17,0
1702,30,1471,16,16,16,16,16,16
1703,60,3270,2,2,2,2,2,2
1704,48,855,3,3,3,3,3,3
1705,60,259,3,3,3,3,3,3
1706,30,510,3,3,3,3,3,3
1707,30,2541,14,14,14,14,11,14
1708,60,1987,2,17,17,17,17,4
1709,60,3914,14,0,14,0,0,0
1710,60,996,3,7,7,7,3,7
1711,60,118,16,3,16,16,3,16
1712,30,3324,3,3,3,3,3,3
1713,60,3191,17,17,0,17,17,17
1714,60,2586,0,16,16,16,0,16
1715,30,3667,2,2,2,2,2,2
1716,60,3362,17,17,14,11,11,11
1717,48,1579,3,17,3,3,3,3
1718,60,3785,14,3,3,14,3,14
1719,60,3015,3,3,3,3,3,3
1720,60,2007,16,16,14,16,16,16
1721,60,2819,4,0,4,0,0,9
1722,30,793,15,15,15,15,15,15
1723,65,3274,3,3,3,3,3,3
1724,60,3735,14,14,16,16,16,14
1725,60,239,0,6,0,5,6,0
1726,30,2818,14,3,14,3,3,3
1727,34,2200,7,7,7,7,17,7
1728,60,199,15,15,15,15,15,15
1729,30,2295,17,3,3,3,17,3
1730,48,175,3,3,3,3,3,3
1731,60,3554,3,7,7,3,7,7
1732,60,730,0,0,17,0,0,17
1733,30,1653,14,14,14,14,14,14
1734,30,2148,3,3,3,14,3,3
1735,48,740,3,3,3,3,3,3
1736,60,184,3,17,3,17,3,17
1737,60,2451,15,15,15,15,15,15
1738,60,3357,0,0,0,0,0,0
1739,30,3145,3,3,3,3,7,7
1740,60,3918,17,16,3,16,3,17
1741,60,1998,7,7,7,7,7,7
1742,60,1099,6,3,3,0,3,0
1743,60,2867,1,1,1,9,1,14
1744,60,151,3,3,3,3,3,3
1745,30,504,14,3,3,7,3,14
1746,60,1656,3,3,3,3,3,3
1747,30,2590,3,3,3,3,3,3
1748,60,1721,1,14,1,14,1,1
1749,60,2963,3,3,3,3,3,3
1750,30,462,3,3,3,3,3,3
1751,30,3761,14,3,14,14,14,3
1752,60,3375,16,14,14,14,3,14
1753,30,3622,3,3,3,3,3,3
1754,60,2301,3,3,3,3,3,3
1755,60,3176,16,14,16,14,16,16
1756,60,2190,1,1,14,14,1,14
1757,60,3025,0,14,0,14,0,14
1758,60,1652,17,17,3,3,17,17
1759,60,1881,9,1,9,1,1,9
1760,30,1301,15,14,15,14,14,14
1761,30,2675,3,16,16,3,3,3
1762,60,540,14,14,14,14,14,14
1763,60,2099,17,4,17,17,17,17
1764,30,987,3,3,3,17,17,3
1765,60,1035,17,0,17,0,0,3
1766,30,342,3,0,0,0,0,0
1767,60,1564,16,16,16,16,16,16
1768,60,1162,3,3,3,3,3,3
1769,60,3521,14,14,14,14,14,14
1770,60,1086,14,14,14,14,14,14
1771,60,1833,3,3,3,3,3,3
1772,60,3548,0,3,3,3,0,3
1773,65,3868,7,3,3,7,3,7
1774,60,135,14,14,1,14,14,14
1775,30,1836,3,3,3,3,3,3
1776,60,1592,0,14,0,0,0,14
1777,30,539,3,3,3,3,3,3
1778,65,2635,0,0,0,3,0,3
1779,30,584,9,14,14,1,1,9
1780,30,3933,9,9,9,9,9,9
1781,60,1809,16,16,3,3,3,16
1782,30,603,3,16,3,3,3,16
1783,60,3407,3,0,3,3,3,3
1784,30,1779,14,14,14,14,14,14
1785,60,2417,14,14,16,14,14,14
1786,60,1423,14,14,14,14,14,14
1787,60,1794,15,15,11,11,11,11
1788,30,2846,14,14,14,14,14,14
1789,30,193,17,17,14,17,14,14
1790,30,809,3,3,3,3,3,3
1791,30,2914,3,3,3,3,3,3
1792,30,1438,0,14,14,14,0,0
1793,60,2634,4,4,4,2,2,4
1794,60,179,14,14,14,14,14,14
1795,60,3264,14,14,14,14,14,14
1796,60,3057,15,15,15,15,15,15
1797,60,1434,14,14,14,17,14,17
1798,60,1850,17,9,9,17,9,17
1799,65,2596,12,3,3,3,3,12
1800,60,2298,17,17,0,0,17,17
1801,60,2685,3,3,14,14,14,3
1802,30,2030,3,3,3,3,14,14
1803,48,1450,3,3,3,3,3,3
1804,60,1780,3,3,3,3,3,3
1805,30,1751,16,16,14,14,14,16
1806,30,3519,14,14,14,14,14,14
1807,60,636,3,4,0,17,0,17
1808,60,2737,3,3,3,3,3,3
1809,60,918,14,16,14,16,14,16
1810,30,3453,3,3,3,3,3,3
1811,30,374,3,3,3,3,3,3
1812,60,1912,9,1,10,10,10,9
1813,60,2122,17,4,4,17,4,4
1814,60,3108,14,14,14,14,14,14
1815,60,191,3,3,14,3,3,14
1816,60,1804,14,14,3,3,14,3
1817,60,3382,14,14,14,14,14,14
1818,60,1351,14,14,9,9,9,14
1819,60,1153,3,3,14,3,3,14
1820,30,2803,0,0,0,0,0,0
1821,30,772,3,3,3,3,3,3
1822,30,166,0,0,0,2,2,0
1823,60,2715,0,6,0,0,6,0
1824,65,961,3,3,3,3,3,3
1825,60,371,9,9,9,14,14,9
1826,60,1931,14,14,16,3,16,14
1827,60,1065,14,14,14,14,14,14
1828,60,263,16,3,16,3,16,16
1829,60,3470,12,3,12,12,3,12
1830,60,2463,9,9,3,9,9,3
1831,30,2231,3,3,3,3,3,3
1832,30,2073,15,15,15,15,15,15
1833,65,245,16,3,16,16,16,16
1834,30,336,14,14,14,14,14,14
1835,30,2561,14,3,3,14,14,3
1836,30,563,3,3,3,3,3,3
1837,30,2826,14,16,16,16,16,14
1838,60,1078,1,1,1,1,1,8
1839,60,2431,0,0,0,3,0,3
1840,60,213,6,4,6,6,0,4
1841,30,2220,17,7,7,7,14,14
1842,60,1497,14,14,14,14,14,14
1843,60,2740,17,17,16,17,17,17
1844,61,227,3,6,3,6,6,6
1845,60,839,14,14,3,3,14,3
1846,30,2520,3,3,3,3,3,3
1847,60,1319,3,17,14,3,3,17
1848,60,3660,17,17,0,4,17,0
1849,60,1094,14,17,14,17,7,14
1850,60,2531,14,1,14,14,14,14
1851,60,972,12,1,1,12,10,10
1852,60,3786,4,4,0,4,0,0
1853,60,380,3,3,3,3,3,3
1854,60,390,14,14,14,14,14,14
1855,41,834,2,4,2,4,4,2
1856,96,2290,12,16,3,3,3,12
1857,26,3368,11,11,11,11,11,11
1858,84,819,12,12,12,12,12,12
1859,45,3827,13,13,13,13,13,13
1860,91,2137,3,3,3,3,3,3
1861,22,1734,3,3,3,3,3,3
1862,89,992,9,9,9,9,9,9
1863,72,2745,11,11,11,11,11,11
1864,31,1102,3,3,3,3,3,3
1865,29,2482,14,14,14,14,14,14
1866,24,202,3,3,3,3,3,3
1867,32,767,12,12,12,12,3,3
1868,70,2783,14,14,14,14,14,14
1869,79,3565,3,3,3,3,3,3
1870,73,877,3,12,3,12,3,12
1871,33,3560,3,3,3,3,3,3
1872,93,1277,3,3,3,3,3,3
1873,74,264,3,3,3,3,3,3
1874,58,515,3,3,3,3,3,3
1875,49,3163,16,12,3,16,3,12
1876,20,1373,3,3,3,3,3,3
1877,18,677,16,3,16,16,16,3
1878,50,3887,11,16,11,16,11,11
1879,97,3451,14,14,14,14,14,14
1880,75,3715,3,3,3,3,3,3
1881,51,1515,3,3,3,6,6,3
1882,28,1840,11,11,11,11,11,11
1883,43,3094,3,3,3,3,3,3
1884,98,314,3,7,7,17,0,3
1885,47,566,17,17,3,3,17,17
1886,85,1608,3,3,3,3,3,3
1887,90,3832,3,3,3,3,3,3
1888,67,1510,3,3,3,3,3,3
1889,42,1480,14,14,14,14,3,3
1890,80,3022,3,16,3,3,3,16
1891,27,2233,12,12,3,3,12,3
1892,37,1090,3,3,3,3,3,3
1893,92,2535,3,3,3,3,3,3
1894,43,976,14,14,14,14,14,14
1895,98,1706,3,3,3,6,6,3
1896,36,3160,4,14,4,14,14,4
1897,34,663,14,14,14,14,14,14
1898,62,3070,1,1,9,10,10,10
1899,80,1151,14,14,3,3,14,3
1900,80,2923,2,2,2,2,2,2
1901,27,1173,2,2,2,2,2,2
1902,37,1446,2,2,2,2,2,2
1903,92,243,2,2,2,2,2,2
1904,88,1457,2,2,2,2,2,2
1905,90,1517,2,2,2,2,2,2
1906,67,2883,2,2,2,2,2,2
1907,40,2303,2,2,2,2,2,2
1908,36,2321,2,2,2,2,2,2
1909,80,1740,2,2,2,2,2,2
1910,62,3641,2,2,2,2,2,2
1911,37,3553,2,2,2,2,2,2
1912,92,2808,2,2,2,2,2,2
1913,66,3628,2,2,2,2,2,2
1914,67,3559,2,2,2,2,2,2
1915,42,3526,2,2,2,2,2,2
1916,37,1394,2,2,2,2,2,2
1917,92,3552,2,2,2,2,2,2
1918,90,1729,2,2,2,2,2,2
1919,27,2085,2,2,2,2,2,2
1920,92,3444,2,2,2,2,2,2
1921,53,3427,2,2,2,2,2,2
1922,37,253,2,2,2,2,2,2
1923,34,3629,2,2,2,2,2,2
1924,53,364,2,2,2,2,2,2
1925,40,2885,2,0,0,2,0,0
1926,62,1228,2,2,2,2,2,0
1927,37,2754,2,2,0,2,2,2
1928,68,2464,2,2,2,2,2,2
1929,81,2659,2,2,2,2,2,2
1930,34,817,2,2,2,2,2,2
1931,27,2942,3,7,14,17,14,3
1932,92,3441,3,14,3,7,17,14
1933,53,499,3,7,14,7,17,7
1934,36,1241,14,14,14,2,2,14
1935,34,1819,14,2,14,14,14,14
1936,80,2536,10,1,1,9,10,9
1937,60,2077,16,16,16,9,17,16
1938,60,2614,14,14,14,14,14,14
1939,65,269,7,3,3,3,7,5
1940,68,1593,4,0,4,4,4,0
1941,19,3835,4,4,4,4,4,4
1942,92,2548,14,14,4,14,4,4
1943,34,2523,13,14,4,13,14,14
1944,78,1648,9,17,17,17,17,9
1945,81,3034,1,14,1,14,14,1
1946,50,2026,14,10,10,14,1,10
1947,85,3127,1,13,13,1,1,1
1948,50,1649,1,11,10,10,11,11
1949,32,2796,1,8,1,1,1,1
1950,20,2408,3,17,17,3,3,3
1951,37,2015,3,3,3,3,16,3
1952,36,3817,10,4,4,10,10,4
1953,37,982,3,3,3,3,3,3
1954,34,1481,17,7,3,17,7,7
1955,88,1619,3,6,6,6,3,3
1956,30,2163,16,3,3,3,16,16
1957,60,2156,2,0,2,0,2,2
1958,60,3128,7,7,7,7,14,14
1959,60,456,12,12,3,3,3,3
1960,30,1503,16,14,14,14,16,14
1961,30,3834,3,3,3,3,3,3
1962,98,3276,1,14,14,14,14,1
1963,98,1013,1,1,14,1,14,1
1964,80,1708,8,8,1,1,1,1
1965,85,1908,4,4,4,4,4,4
1966,28,2076,14,14,14,1,1,14
1967,55,2040,14,1,1,1,14,1
1968,81,2500,14,9,1,14,1,14
1969,66,605,1,14,4,14,4,14
1970,92,277,9,1,9,1,9,1
1971,87,1256,14,1,1,14,14,1
1972,67,939,9,9,14,1,1,14
1973,55,500,14,1,1,1,14,1
1974,59,2575,10,1,1,10,9,1
1975,67,2098,14,14,14,14,14,14
1976,77,1211,9,1,1,16,9,1
1977,62,1581,9,1,4,1,4,4
1978,51,3541,1,1,1,1,1,1
1979,62,1893,1,1,1,1,8,1
1980,51,775,11,14,14,14,11,14
1981,90,1112,14,1,14,1,1,14
1982,81,2841,14,1,9,14,14,14
1983,77,3568,14,14,14,14,1,1
1984,53,3263,4,14,1,14,1,14
1985,92,1472,9,9,1,10,10,9
1986,66,3378,14,14,13,13,13,14
1987,21,3121,1,1,1,1,1,1
1988,97,769,9,9,1,9,1,9
1989,60,2612,0,0,17,17,0,0
1990,60,167,1,3,3,1,1,3
1991,60,2260,14,14,14,14,14,14
1992,30,2549,15,15,15,15,15,15
1993,60,2230,16,3,3,3,3,16
1994,30,2199,16,16,16,3,16,3
1995,92,2661,15,15,15,14,15,14
1996,80,995,16,14,16,16,16,14
1997,33,2152,5,5,5,5,5,5
1998,57,3197,16,12,16,3,12,3
1999,40,1711,3,3,3,3,3,3
2000,80,2048,3,3,3,3,3,3
2001,42,2903,3,3,3,3,3,3
2002,77,1374,3,3,3,3,3,3
2003,92,3607,14,14,14,14,14,14
2004,80,3063,14,14,14,14,14,14
2005,38,2564,3,3,3,3,3,3
2006,67,2503,12,3,3,12,12,12
2007,62,1810,3,3,3,6,6,6
2008,80,2708,9,1,9,1,1,1
2009,51,1364,14,11,14,1,14,14
2010,86,3864,1,3,1,1,3,1
2011,18,287,16,16,8,8,14,8
2012,92,2437,11,1,1,1,1,11
2013,53,1399,14,1,14,14,1,1
2014,53,1524,11,1,11,11,11,11
2015,53,3408,1,11,11,1,11,1
2016,50,2423,8,1,1,1,8,8
2017,80,1781,3,10,3,3,3,10
2018,49,2512,1,11,11,10,10,10
2019,90,1325,14,14,14,9,9,9
2020,34,1181,1,1,8,1,1,1
2021,81,847,1,1,8,1,8,8
2022,66,200,4,1,1,1,1,1
2023,77,1568,11,11,11,11,11,1
2024,80,607,1,1,9,4,9,4
2025,88,1206,4,9,4,4,9,17
2026,47,2813,14,14,14,1,1,1
2027,59,1267,11,11,8,1,1,1
2028,42,2066,1,1,2,1,1,1
2029,97,2898,14,1,14,1,1,1
2030,73,3814,9,11,11,8,1,11
2031,36,351,10,14,16,10,16,16
2032,55,1615,3,3,3,3,9,3
2033,35,1857,14,8,1,1,8,14
2034,55,682,1,1,9,1,1,9
2035,40,3800,3,3,3,3,3,3
2036,40,3043,4,9,17,9,10,10
2037,77,1226,12,12,12,3,3,3
2038,60,1617,0,0,0,2,0,0
2039,88,1200,16,16,16,16,16,16
2040,85,2894,14,14,14,14,14,14
2041,40,3046,0,7,14,7,14,0
2042,42,2516,14,14,14,14,14,14
2043,88,2591,3,7,7,7,7,7
2044,34,782,0,2,0,2,2,0
2045,42,916,3,3,3,3,3,3
2046,36,1139,17,17,17,17,9,9
2047,66,1520,1,1,1,9,9,1
2048,36,327,4,4,4,3,3,4
2049,42,1973,2,0,2,0,2,0
2050,62,3208,2,2,2,2,2,2
2051,77,3691,3,3,3,2,2,3
2052,42,1528,0,0,2,0,0,0
2053,36,820,2,0,2,0,2,2
2054,92,2990,1,8,1,8,1,8
2055,88,1120,14,14,14,14,14,14
2056,60,2522,16,16,3,3,3,16
2057,60,1925,0,7,7,17,7,7
2058,30,523,3,3,3,16,3,3
2059,60,486,14,14,14,14,14,14
2060,30,2843,15,15,15,15,15,15
2061,90,2950,16,7,3,16,16,7
2062,66,2856,3,3,3,3,3,3
2063,75,1887,3,3,3,3,3,3
2064,27,1130,9,14,14,14,14,9
2065,80,795,14,14,14,14,14,14
2066,51,1497,9,9,9,11,11,9
2067,97,2639,14,14,14,14,14,14
2068,68,3906,1,8,8,8,8,8
2069,66,410,3,10,3,1,10,8
2070,40,2910,1,1,1,1,8,8
2071,40,3869,10,1,4,10,4,10
2072,62,3567,1,1,14,8,14,1
2073,88,550,1,8,8,1,1,1
2074,80,1703,10,10,9,9,16,10
2075,36,3037,14,14,14,14,14,14
2076,62,688,16,16,16,14,16,16
2077,80,2361,3,3,3,16,16,16
2078,62,3448,3,3,3,3,3,3
2079,62,513,2,14,14,2,14,2
2080,27,3514,14,2,14,2,2,14
2081,90,1587,14,14,14,14,14,14
2082,92,779,14,14,14,14,14,14
2083,60,334,14,1,1,1,14,1
2084,60,294,17,9,9,17,9,9
2085,60,3935,3,3,3,3,16,3
2086,60,2100,14,14,14,14,14,14
2087,30,2395,14,3,14,14,14,3
2088,60,1212,16,16,16,16,16,16
2089,65,2061,7,7,7,7,7,7
2090,34,3314,7,7,2,7,7,2
2091,28,1443,0,0,0,0,0,0
2092,36,1536,1,10,9,1,9,1
2093,34,1101,9,10,10,1,10,10
2094,90,2671,14,14,2,14,14,2
2095,27,3234,3,3,3,3,3,3
2096,60,821,3,3,3,3,3,3
2097,60,1856,16,16,3,3,3,3
2098,60,2094,17,9,2,9,17,2
2099,60,1168,3,16,16,16,3,16
2100,60,944,14,14,14,14,14,14
2101,60,2546,17,17,14,17,17,17
2102,60,1344,14,14,14,16,3,3
2103,60,190,14,14,14,14,14,14
2104,37,121,4,9,10,9,9,4
2105,37,672,10,10,14,10,10,10
2106,30,1440,16,3,16,16,3,3
2107,93,3272,0,0,0,0,0,0
2108,47,977,0,0,14,14,14,0
2109,78,770,0,0,0,0,0,0
2110,43,525,0,0,0,0,0,0
2111,75,2204,0,0,0,0,0,0
2112,23,843,0,0,0,0,0,0
2113,52,2576,3,3,5,3,3,3
2114,52,1795,0,0,0,0,0,0
2115,18,1864,0,0,6,0,0,0
2116,49,502,0,0,0,0,0,0
2117,25,2074,5,5,5,5,5,0
2118,69,2171,0,0,0,0,6,0
2119,60,158,3,3,3,3,3,3
2120,30,3876,8,8,8,8,8,8
2121,60,512,3,3,3,3,3,3
2122,30,3221,14,14,14,14,14,14
2123,30,1462,3,3,3,3,3,3
2124,37,2358,17,17,17,10,9,10
2125,27,1756,7,7,17,7,3,17
2126,60,315,14,14,14,14,14,14
2127,60,309,17,17,17,17,17,17
2128,30,1219,3,3,3,3,3,3
2129,60,2781,15,15,15,15,15,15
2130,60,3589,3,7,7,3,3,7
2131,74,284,3,3,3,3,3,3
2132,33,783,3,3,3,3,3,3
2133,70,1684,0,0,0,3,3,3
2134,95,262,5,0,5,0,0,5
2135,32,1966,0,0,0,0,0,0
2136,24,1915,14,14,14,14,14,14
2137,24,2315,6,6,0,6,0,0
2138,56,576,3,3,3,3,3,3
2139,29,2961,6,6,6,6,6,6
2140,31,3769,7,7,0,7,7,0
2141,72,3576,0,0,0,0,0,0
2142,72,3611,0,0,0,0,0,0
2143,82,1795,0,0,0,0,0,0
2144,22,2729,14,14,11,11,14,11
2145,91,3610,0,0,0,0,0,0
2146,91,459,14,16,14,14,16,14
2147,45,2164,3,3,3,3,3,3
2148,84,2118,14,11,14,14,14,11
2149,84,452,3,3,3,3,3,3
2150,84,1932,0,6,6,6,6,0
2151,26,2985,3,3,3,3,3,3
2152,26,2876,0,0,0,0,0,0
2153,64,2710,14,14,14,14,14,14
2154,64,1677,14,14,14,14,14,14
2155,96,2890,3,3,3,3,3,3
2156,96,1010,3,3,3,3,3,3
2157,96,1785,3,3,3,3,3,3
2158,19,3702,0,0,0,0,0,0
2159,19,1389,3,3,3,3,3,3
2160,44,893,3,3,3,3,3,3
2161,46,2036,14,14,14,14,14,14
2162,60,1830,3,7,3,7,7,7
2163,30,2267,4,4,0,0,4,4
2164,60,3002,3,3,3,3,3,3
2165,60,2507,3,3,3,3,3,3
2166,94,3572,12,3,12,3,3,3
2167,60,3580,3,3,3,3,3,3
2168,60,2308,3,3,3,3,3,3
2169,47,1134,14,3,14,14,3,14
