,Year,Title,0,1,2,3,4,5,6,7
5388,106,7775,1,1,1,1,1,1,1,15
5389,25,174,16,1,1,1,16,15,1,16
5390,52,5731,1,1,1,1,1,1,1,1
5391,89,3541,1,1,1,1,1,1,1,1
5392,55,9943,15,15,15,15,15,15,15,15
5393,75,1571,19,19,19,19,19,19,19,19
5394,89,1984,1,1,1,1,1,1,1,1
5395,41,2001,15,15,17,17,15,17,17,15
5396,50,8610,18,18,18,18,18,18,18,18
5397,50,7876,6,18,1,1,18,1,6,18
5398,65,9089,15,15,15,15,15,15,15,15
5399,42,3796,1,1,1,1,1,1,1,1
5400,36,8960,15,15,15,15,15,15,15,15
5401,57,10244,2,18,2,2,1,1,2,18
5402,57,534,15,15,15,15,15,15,15,15
5403,89,1612,15,18,15,18,15,18,15,15
5404,48,1728,1,1,1,1,1,1,1,1
5405,25,9628,14,14,1,14,14,1,1,1
5406,25,9357,8,2,2,8,2,8,8,2
5407,52,9441,15,15,1,15,15,1,16,16
5408,25,6041,13,18,18,18,18,13,18,18
5409,25,9471,15,1,15,15,15,15,15,15
5410,25,7274,14,15,8,8,15,8,14,10
5411,25,9591,10,15,6,10,15,8,15,8
5412,25,2103,15,17,1,17,1,17,17,17
5413,25,4677,5,5,5,5,5,5,5,5
5414,52,9550,1,1,1,1,1,1,1,1
5415,25,6560,15,8,15,8,8,15,8,8
5416,52,5410,1,1,1,1,1,1,1,1
5417,25,5703,5,1,5,1,5,1,5,5
5418,52,9687,15,16,16,15,15,15,15,16
5419,106,8888,15,15,15,15,15,15,15,15
5420,52,3113,10,15,15,8,10,10,8,10
5421,106,2461,10,10,8,10,10,10,8,10
5422,72,4068,15,15,15,15,15,15,15,15
5423,63,8034,15,15,15,15,15,15,15,15
5424,106,6152,8,10,8,8,8,8,8,8
5425,45,4369,15,15,15,15,15,15,15,15
5426,60,3273,6,2,2,15,15,2,2,6
5427,25,6476,6,1,1,6,2,1,2,6
5428,25,4800,15,16,16,16,15,18,18,15
5429,52,10358,15,1,16,1,1,16,15,1
5430,106,7514,15,15,15,15,15,15,15,15
5431,25,6432,15,15,15,16,16,15,16,15
5432,25,7564,15,8,8,8,8,8,15,15
5433,25,10454,1,1,16,16,16,1,1,16
5434,25,912,4,1,4,1,15,15,1,4
5435,25,8463,15,15,15,15,15,15,15,15
5436,52,8250,16,16,16,16,16,16,16,16
5437,25,9880,15,15,15,15,15,15,15,15
5438,52,3269,15,15,15,15,15,15,15,15
5439,52,169,15,15,15,15,15,15,15,15
5440,106,5583,5,5,5,5,5,5,5,5
5441,25,6258,17,17,15,17,15,15,17,15
5442,111,3740,7,13,4,4,7,4,4,7
5443,20,2911,7,13,7,7,13,13,13,7
5444,72,9345,4,18,6,4,18,6,4,18
5445,29,5023,1,11,16,1,1,1,1,6
5446,46,7974,19,19,19,6,19,6,19,19
5447,101,6080,2,2,19,6,6,19,19,2
5448,75,4543,8,8,2,8,8,8,2,8
5449,62,7151,19,19,2,2,19,2,2,2
5450,66,7117,19,19,19,19,19,19,19,19
5451,88,3224,18,18,16,16,15,18,15,15
5452,20,4961,1,1,1,1,1,1,1,1
5453,61,6239,9,9,9,9,9,9,9,9
5454,41,6406,17,9,17,9,9,9,9,17
5455,79,4518,19,19,19,19,19,19,19,19
5456,32,5618,19,19,15,2,19,15,15,15
5457,45,9691,8,1,16,16,10,16,8,10
5458,82,8588,15,15,15,15,15,15,15,15
5459,72,1031,19,19,19,19,19,19,19,19
5460,25,5073,6,6,4,8,6,6,8,4
5461,25,828,1,1,1,1,1,1,1,1
5462,25,5942,6,6,6,6,10,10,6,10
5463,52,6696,15,15,15,15,15,15,15,15
5464,83,4115,17,1,17,17,17,17,17,17
5465,29,1435,15,15,15,15,15,15,15,15
5466,52,9524,8,8,15,8,8,8,15,15
5467,25,6914,15,15,10,15,10,15,15,15
5468,25,3495,8,8,8,8,8,8,8,8
5469,25,2481,15,15,15,15,15,15,15,15
5470,25,1041,8,1,1,1,1,8,1,8
5471,72,7547,8,8,8,19,19,19,8,8
5472,48,9405,1,1,1,1,1,1,1,1
5473,55,5567,19,8,8,8,8,10,8,10
5474,23,1887,8,19,15,8,15,8,8,19
5475,52,1643,5,5,5,5,5,5,5,5
5476,25,5914,1,1,1,10,1,1,10,1
5477,25,5892,1,10,1,1,1,1,1,10
5478,25,9608,10,6,10,10,10,10,10,10
5479,52,9644,10,15,15,10,10,15,10,15
5480,28,5631,15,15,15,16,16,16,16,15
5481,25,9641,1,15,15,15,15,1,1,1
5482,52,9122,15,15,15,15,15,15,15,15
5483,51,9277,6,6,6,6,6,6,6,6
5484,58,4361,1,1,1,1,1,1,1,1
5485,31,2932,1,18,18,1,18,1,1,1
5486,97,971,19,19,19,10,19,10,14,2
5487,58,2343,1,1,1,1,1,1,1,1
5488,29,1507,1,1,1,1,1,1,1,1
5489,63,9452,15,15,15,15,15,15,15,15
5490,111,642,19,19,19,19,19,19,19,19
5491,92,5504,19,19,19,19,19,19,19,19
5492,51,10263,1,1,15,1,15,15,1,1
5493,37,7152,10,10,10,10,10,10,10,10
5494,88,8116,1,13,13,13,13,13,13,1
5495,20,9629,19,1,19,19,19,19,19,19
5496,64,5111,10,10,15,10,15,10,15,15
5497,92,8254,19,19,19,19,19,19,19,19
5498,58,4618,2,2,2,2,2,2,2,2
5499,29,3344,1,2,2,1,2,2,2,2
5500,51,4159,1,1,1,1,1,1,1,1
5501,83,6977,16,16,15,16,16,16,16,15
5502,75,2582,15,15,15,15,15,15,15,15
5503,107,5238,13,13,15,13,13,15,13,15
5504,100,9999,1,10,1,10,1,1,10,1
5505,105,8011,10,1,10,1,1,10,1,1
5506,105,1459,2,2,2,1,1,1,2,1
5507,28,491,15,15,15,15,15,15,15,15
5508,66,4712,14,19,14,14,14,19,14,14
5509,52,8656,15,1,15,15,1,15,1,15
5510,52,2441,8,8,8,15,15,8,8,8
5511,25,194,6,2,6,8,6,8,8,6
5512,25,10211,1,1,15,1,15,15,15,1
5513,25,1069,18,11,11,11,18,11,18,11
5514,25,7220,8,6,8,8,8,8,6,6
5515,25,6561,17,17,14,1,17,10,17,14
5516,52,9262,15,15,16,16,15,15,16,15
5517,52,6384,15,15,15,15,15,15,15,15
5518,25,1905,1,19,19,4,19,19,4,1
5519,25,1159,1,15,16,1,16,1,1,16
5520,52,4263,4,13,18,18,18,7,4,18
5521,25,1147,5,5,5,5,5,5,5,5
5522,25,7860,16,16,16,1,16,1,1,16
5523,25,7696,1,6,1,6,6,1,1,6
5524,25,10055,15,16,1,1,15,1,15,16
5525,25,9022,15,15,15,15,15,15,15,15
5526,25,6847,1,16,1,1,1,16,1,1
5527,25,3928,15,15,16,16,15,16,16,16
5528,25,3857,5,5,5,5,5,5,5,5
5529,25,6338,10,10,15,10,15,15,10,10
5530,52,8828,1,1,6,1,6,6,6,6
5531,25,4092,13,7,17,13,7,13,7,7
5532,25,6530,10,10,8,8,14,8,14,10
5533,25,6454,15,15,15,15,15,15,15,15
5534,25,4309,15,15,15,15,15,15,15,15
5535,25,3452,15,15,15,15,15,15,15,15
5536,25,9834,15,15,15,15,15,15,15,15
5537,52,10523,15,15,15,15,15,15,15,15
5538,25,6081,1,1,1,1,1,1,1,1
5539,29,10182,15,15,15,15,15,15,15,15
5540,69,6440,2,6,2,6,6,18,2,6
5541,63,6130,6,6,2,6,6,6,2,6
5542,41,953,2,2,2,2,2,2,2,2
5543,71,8020,15,15,15,15,15,15,15,15
5544,75,3521,15,15,15,15,15,15,15,15
5545,71,6861,5,5,5,5,5,5,5,5
5546,109,4418,15,15,15,15,15,15,15,15
5547,58,8337,15,15,15,15,15,15,15,15
5548,66,4171,15,16,15,15,15,16,16,15
5549,49,6379,1,1,1,1,1,1,1,1
5550,39,6052,1,1,1,1,1,1,1,1
5551,32,7719,19,19,19,19,19,19,19,19
5552,113,554,1,1,1,1,1,1,1,1
5553,69,3833,1,7,7,7,1,1,1,11
5554,31,1056,15,16,16,15,15,16,15,16
5555,42,6104,9,9,9,9,9,9,9,9
5556,45,10020,9,9,9,9,9,9,9,9
5557,72,7563,15,15,15,15,15,15,15,15
5558,52,3407,15,15,15,15,15,15,15,15
5559,58,5284,6,1,1,1,6,1,6,1
5560,94,360,1,1,1,1,1,1,1,1
5561,99,681,19,15,19,15,19,19,15,15
5562,69,1338,10,15,10,15,10,8,8,10
5563,37,7246,10,14,10,10,10,14,14,10
5564,49,8702,1,1,1,1,1,1,1,1
5565,25,8630,19,19,19,19,19,19,19,19
5566,25,6168,16,16,16,16,16,16,16,16
5567,25,5441,1,10,10,10,6,6,1,6
5568,25,4911,1,8,1,16,1,8,1,8
5569,25,5614,15,15,4,15,15,4,15,4
5570,25,378,15,15,15,15,15,15,15,15
5571,25,8507,5,5,5,5,5,5,5,5
5572,25,6475,5,1,1,5,5,1,5,5
5573,49,8739,18,18,15,15,15,18,15,15
5574,25,1436,13,13,4,18,4,4,4,4
5575,25,2248,16,16,1,8,8,1,16,1
5576,25,9260,15,11,11,15,11,15,15,11
5577,25,6866,1,16,1,16,16,16,1,16
5578,106,4388,15,15,15,15,15,15,15,15
5579,25,7872,8,8,8,8,8,15,8,15
5580,25,8343,10,8,10,1,10,6,8,8
5581,25,7786,8,8,14,14,8,15,14,8
5582,25,4187,10,10,10,10,10,15,10,10
5583,52,10239,5,5,5,5,5,5,5,5
5584,52,5243,15,15,15,15,15,15,15,15
5585,25,8537,13,13,13,4,13,13,13,13
5586,25,3606,11,5,11,5,5,11,5,5
5587,25,7479,15,1,15,15,15,1,1,15
5588,25,10300,4,15,15,11,15,4,4,15
5589,52,10107,15,15,15,15,15,15,15,15
5590,106,5956,15,15,15,15,15,15,15,15
5591,29,1678,10,10,10,10,15,15,15,15
5592,71,4614,7,15,15,11,11,15,7,7
5593,51,4861,19,19,19,19,6,6,19,19
5594,55,265,6,6,8,6,8,8,6,6
5595,92,8512,15,16,15,1,16,15,16,16
5596,113,10406,15,17,17,15,15,17,17,17
5597,89,9195,19,14,14,14,19,4,4,4
5598,46,7404,15,15,15,15,15,15,15,15
5599,46,7392,19,19,19,19,19,19,19,19
5600,46,9042,15,15,15,15,15,15,15,15
5601,46,7397,9,9,9,9,9,9,9,9
5602,46,4016,6,8,6,6,2,8,6,8
5603,46,9502,1,1,1,1,1,1,1,1
5604,46,466,6,6,18,6,6,6,18,6
5605,46,7371,1,1,1,1,1,1,1,1
5606,46,8055,19,19,2,19,19,2,2,19
5607,46,3315,4,4,16,16,16,4,17,17
5608,72,571,6,6,6,6,6,1,1,6
5609,72,8736,16,16,16,15,16,15,16,15
5610,72,8650,15,15,1,1,1,15,15,15
5611,72,6512,8,10,8,8,10,10,10,8
5612,72,8468,1,1,1,1,1,1,1,1
5613,72,4379,15,15,15,15,15,15,15,15
5614,72,8724,14,8,8,14,14,14,14,14
5615,72,5287,19,19,19,19,19,19,19,19
5616,72,4105,1,1,1,1,1,1,1,1
5617,72,3492,19,19,19,19,19,19,19,19
5618,94,5758,15,15,15,15,15,15,15,15
5619,72,10086,19,19,19,19,19,19,19,19
5620,72,8639,1,1,1,1,1,1,1,1
5621,72,9967,1,1,14,14,14,14,1,1
5622,72,8612,1,1,18,18,18,1,6,18
5623,94,5930,15,15,15,15,15,15,15,15
5624,72,9590,1,1,1,1,1,1,1,1
5625,72,6759,16,16,16,1,1,16,1,1
5626,72,9338,17,17,17,17,17,2,17,17
5627,72,8145,15,15,15,15,16,15,15,16
5628,72,2251,19,19,19,19,19,19,19,19
5629,72,9758,19,19,19,19,19,19,19,19
5630,72,898,18,18,18,18,18,18,18,18
5631,72,9991,16,15,16,16,16,16,15,16
5632,72,412,15,6,6,15,15,6,6,6
5633,72,6850,19,19,19,19,19,19,19,19
5634,72,3189,8,8,8,8,8,8,8,8
5635,72,8077,8,8,8,8,8,8,8,8
5636,72,9547,19,5,5,19,5,5,19,19
5637,101,9755,19,19,19,5,19,5,19,19
5638,111,4425,19,19,19,19,19,19,5,5
5639,58,3715,19,19,19,19,19,19,19,5
5640,23,2304,19,5,19,19,19,5,19,5
5641,23,1717,19,19,5,5,5,5,19,5
5642,28,5187,19,5,19,19,5,5,19,5
5643,72,1284,15,15,16,16,15,16,16,16
5644,72,2167,1,1,15,15,1,15,15,15
5645,72,3798,6,15,6,15,6,15,15,15
5646,72,10151,15,15,15,15,15,15,15,15
5647,72,8917,15,15,15,15,15,1,1,15
5648,72,1205,19,6,6,19,14,19,2,14
5649,72,6181,11,11,11,15,15,11,15,15
5650,72,3056,10,15,15,10,10,10,10,10
5651,72,1484,15,15,15,19,15,15,19,19
5652,72,7758,1,1,1,1,1,1,1,1
5653,72,2034,6,18,18,18,15,18,6,15
5654,72,9554,1,1,1,16,1,1,1,1
5655,72,5811,1,1,1,1,1,1,1,1
5656,72,7938,19,15,19,19,19,19,15,19
5657,72,4816,19,14,14,19,14,14,14,14
5658,72,8444,2,2,2,2,2,2,2,2
5659,72,4609,15,5,15,5,5,15,5,15
5660,72,2797,15,19,19,6,15,15,2,2
5661,72,10146,1,15,15,17,17,1,1,17
5662,72,8138,15,15,16,16,16,16,15,15
5663,72,6760,9,9,9,9,9,9,9,9
5664,72,4482,15,15,15,15,15,15,15,15
5665,72,2233,15,15,15,15,15,15,15,15
5666,72,3306,15,2,2,8,8,19,19,19
5667,72,3129,1,7,1,7,13,7,13,7
5668,72,7464,19,19,19,19,19,19,19,19
5669,72,1959,1,10,10,1,10,1,10,10
5670,72,7554,1,1,1,1,1,1,1,1
5671,72,7829,1,16,16,1,1,16,16,1
5672,72,1506,10,15,10,10,15,10,15,10
5673,72,1754,19,8,8,8,19,19,19,19
5674,72,2908,15,15,15,15,15,15,15,15
5675,72,5245,1,1,1,1,1,1,1,1
5676,72,8990,2,19,19,19,19,2,19,2
5677,72,8252,15,15,15,15,15,15,15,15
5678,72,1799,15,1,1,1,1,15,15,1
5679,72,10417,16,16,16,17,17,17,16,17
5680,72,979,19,19,19,19,19,19,19,19
5681,72,444,19,2,19,2,19,2,19,19
5682,72,4875,1,1,1,1,1,1,1,1
5683,72,9781,1,1,1,1,1,1,1,1
5684,72,6144,6,6,6,6,6,6,15,15
5685,25,5795,5,5,5,5,5,5,5,5
5686,25,4243,19,19,19,19,19,19,19,19
5687,25,2474,6,6,6,1,1,1,6,1
5688,25,5050,6,6,6,6,15,6,6,6
5689,25,9631,8,14,8,8,14,14,14,8
5690,25,7340,1,1,15,1,1,15,15,1
5691,52,2326,11,1,1,1,1,1,1,11
5692,25,3383,15,15,15,15,15,15,15,15
5693,25,4679,16,16,15,16,15,15,16,15
5694,25,4002,1,15,15,1,15,1,1,15
5695,25,6535,2,15,2,15,2,2,15,15
5696,28,8206,15,15,15,15,15,15,15,15
5697,100,6481,12,12,12,12,12,12,12,12
5698,50,10317,6,1,1,1,1,18,18,6
5699,48,9288,4,4,4,4,4,19,4,4
5700,52,1217,1,1,1,1,1,1,1,1
5701,61,208,11,16,15,16,11,16,15,11
5702,57,5540,1,1,1,1,1,1,1,1
5703,42,5051,11,1,1,1,11,1,11,11
5704,69,4587,1,1,1,1,1,1,1,1
5705,25,2569,18,1,10,10,10,18,1,18
5706,25,508,4,4,1,13,16,1,16,1
5707,52,4049,15,15,15,15,15,15,15,15
5708,106,4958,15,15,15,15,15,15,15,15
5709,25,9682,1,1,1,1,15,15,1,1
5710,106,9986,8,8,8,8,8,8,8,8
5711,25,6766,10,8,10,8,8,10,8,10
5712,25,4375,15,15,15,15,15,15,15,15
5713,52,894,5,17,17,17,17,17,5,17
5714,25,6076,15,16,15,16,15,15,16,16
5715,52,8454,1,1,16,1,16,1,16,16
5716,25,5114,15,15,15,15,15,15,15,15
5717,25,9557,8,8,10,6,6,6,6,10
5718,25,8932,18,4,18,13,18,13,13,4
5719,25,3308,15,15,15,15,15,15,15,15
5720,25,883,16,16,16,16,16,15,15,16
5721,25,10050,15,15,15,15,15,15,15,15
5722,25,1862,5,5,5,5,5,5,5,5
5723,25,10024,15,15,15,15,15,15,15,15
5724,51,2603,2,6,1,6,2,6,1,6
5725,29,8481,15,15,15,15,15,15,15,15
5726,25,1881,8,15,8,15,8,8,8,6
5727,36,4106,15,11,15,11,16,16,11,15
5728,99,4794,9,16,9,9,9,16,16,16
5729,51,6543,10,10,10,10,10,10,10,15
5730,49,7955,8,15,8,15,8,15,8,8
5731,25,9002,1,1,16,1,16,1,15,1
5732,82,9775,18,2,18,2,18,18,2,18
5733,52,1445,6,6,6,8,10,6,8,8
5734,25,6771,15,15,15,15,15,15,15,15
5735,25,10256,6,19,19,6,6,6,6,19
5736,101,9844,15,15,15,15,15,15,15,15
5737,58,2076,15,15,11,11,15,15,11,15
5738,32,4839,16,16,16,1,1,16,1,1
5739,106,9843,1,19,1,19,1,19,19,19
5740,29,2087,15,15,15,15,15,15,15,15
5741,58,4812,15,15,1,1,1,1,1,1
5742,58,3162,15,15,1,15,1,15,15,15
5743,29,9741,16,16,16,18,18,16,18,18
5744,66,7168,1,16,1,1,1,1,16,16
5745,29,4551,15,15,15,6,15,15,6,15
5746,72,1177,19,19,19,19,19,19,19,19
5747,72,1001,18,18,18,18,18,18,18,18
5748,72,2384,15,15,15,15,15,15,15,15
5749,72,5905,15,15,15,15,15,15,15,15
5750,72,6578,15,15,15,15,15,15,15,15
5751,72,3007,1,1,1,1,1,1,1,1
5752,72,8511,8,8,8,8,8,8,8,8
5753,72,9926,15,15,15,15,15,15,15,15
5754,72,582,19,1,1,1,19,19,19,19
5755,72,1535,19,8,19,8,19,8,19,19
5756,72,3971,15,16,16,16,10,16,15,16
5757,72,5872,1,2,1,17,1,1,17,2
5758,72,3782,16,1,16,1,16,15,16,15
5759,72,1999,1,1,1,1,1,1,1,1
5760,72,5715,1,1,1,1,1,1,1,1
5761,72,5451,15,15,15,15,8,15,15,11
5762,72,2399,8,8,14,14,8,14,8,8
5763,72,9774,15,15,15,15,15,15,15,15
5764,72,8684,1,19,19,19,19,19,19,19
5765,72,8017,1,1,1,1,1,1,1,1
5766,72,9906,18,18,18,18,18,18,18,18
5767,72,9187,8,8,8,15,8,15,15,15
5768,72,766,1,1,1,1,1,1,1,1
5769,72,406,15,8,15,15,10,10,15,8
5770,72,1200,15,15,5,17,17,5,15,15
5771,72,284,15,10,15,10,15,10,15,10
5772,52,535,8,8,8,8,8,8,8,8
5773,106,6225,15,1,15,15,1,1,15,1
5774,25,9259,6,6,8,8,6,18,6,6
5775,25,2771,15,15,15,15,15,15,15,15
5776,25,7325,1,1,1,1,1,1,1,1
5777,25,5894,15,15,15,15,15,15,15,15
5778,25,1394,8,15,11,15,8,11,11,15
5779,25,1784,16,15,16,15,16,15,15,16
5780,25,7476,7,1,1,7,7,7,7,7
5781,25,6890,10,18,18,6,10,10,6,6
5782,25,4971,15,16,15,16,2,2,15,15
5783,25,6394,2,2,18,13,2,7,7,7
5784,25,8947,19,19,19,8,19,19,8,8
5785,66,1239,19,19,19,19,19,19,19,1
5786,25,1699,1,1,15,1,1,1,15,15
5787,52,2811,15,15,15,15,16,16,15,15
5788,29,5776,1,1,1,1,1,1,1,1
5789,49,865,15,15,15,10,10,10,10,15
5790,48,6091,16,16,16,16,15,15,15,16
5791,52,6789,15,15,15,15,1,1,1,15
5792,101,4430,8,19,8,19,8,19,19,19
5793,78,4205,18,18,18,18,2,15,4,4
5794,88,364,8,8,8,10,15,8,15,10
5795,28,6932,10,10,10,15,10,15,15,10
5796,111,327,19,19,4,19,4,2,19,19
5797,28,4866,1,1,1,1,1,1,1,1
5798,48,9194,2,2,2,2,2,2,2,2
5799,94,5507,4,4,4,4,4,18,6,18
5800,69,6222,6,11,15,6,11,15,6,6
5801,25,863,1,1,1,1,1,1,1,1
5802,25,5379,10,15,10,10,15,10,15,10
5803,25,1174,15,15,16,16,15,15,16,1
5804,25,2596,2,6,2,6,8,2,2,8
5805,52,6226,15,15,15,15,15,15,15,15
5806,28,646,15,15,15,15,15,15,15,15
5807,86,4236,15,15,15,15,15,15,15,15
5808,106,9123,15,15,15,15,15,15,15,15
5809,52,7024,15,15,15,15,15,19,1,1
5810,72,1605,11,11,15,11,15,15,15,15
5811,72,10029,5,5,5,5,5,5,5,5
5812,72,9889,1,1,10,1,1,10,10,1
5813,72,6637,1,1,10,10,10,1,1,1
5814,72,1040,5,5,5,5,5,5,5,5
5815,72,372,11,11,15,11,6,15,11,11
5816,72,9830,15,15,15,15,15,15,15,15
5817,72,9857,15,17,17,15,17,17,17,15
5818,94,562,19,19,19,19,19,19,19,19
5819,94,974,2,2,2,2,2,2,2,2
5820,94,7123,1,18,18,18,18,18,18,18
5821,94,2745,11,11,11,11,11,11,11,11
5822,94,9225,6,6,6,6,6,6,6,6
5823,94,7070,1,15,1,1,1,1,15,15
5824,94,9015,9,9,9,9,9,9,9,9
5825,94,6245,19,19,19,19,19,19,19,19
5826,94,6279,16,1,1,16,15,16,15,1
5827,94,2108,1,17,1,17,17,17,17,17
5828,94,4582,15,15,15,15,15,15,15,15
5829,94,7730,1,1,1,1,1,1,16,1
5830,94,7751,15,8,15,8,15,15,15,8
5831,94,4983,1,1,15,1,15,15,1,1
5832,94,593,5,5,5,5,5,5,5,5
5833,94,7109,15,15,15,15,15,15,15,15
5834,94,217,6,6,6,6,6,6,6,6
5835,94,4443,6,8,15,6,15,6,6,6
5836,94,10404,15,15,15,15,15,15,15,15
5837,113,6147,15,15,15,15,15,15,15,15
5838,94,8742,8,8,1,1,10,14,10,1
5839,94,7061,2,2,2,18,2,2,2,18
5840,94,6686,1,1,1,1,1,1,1,1
5841,25,6494,16,15,17,1,15,1,16,15
5842,25,5480,1,1,1,1,1,1,1,1
5843,25,6570,16,1,16,1,16,16,16,1
5844,25,2120,15,8,15,15,15,8,2,15
5845,25,8554,1,15,15,15,1,15,1,15
5846,106,8986,15,15,15,15,15,15,15,15
5847,25,3292,15,15,15,15,15,15,15,15
5848,25,4387,15,15,15,15,15,15,15,15
5849,52,8122,8,8,8,8,8,8,8,8
5850,25,6509,1,15,1,1,1,1,1,15
5851,25,3045,15,15,15,15,15,15,15,15
5852,25,734,6,18,4,18,18,18,18,18
5853,106,1125,11,11,11,15,15,11,11,15
5854,25,317,10,10,15,10,15,10,15,10
5855,25,9606,15,15,15,15,15,15,15,15
5856,25,6763,15,10,10,15,10,10,10,10
5857,25,7727,1,1,1,1,1,1,16,16
5858,25,3771,7,1,7,1,13,7,7,13
5859,25,2238,10,15,10,10,8,8,8,15
5860,58,9307,15,15,8,15,8,15,8,8
5861,58,3132,6,8,8,6,8,8,8,6
5862,51,3139,15,15,8,15,8,8,15,15
5863,82,2057,15,15,15,15,15,15,15,15
5864,29,2067,6,1,6,6,1,1,1,1
5865,92,7850,6,11,11,11,11,6,6,11
5866,41,3021,12,12,12,12,14,14,12,12
5867,62,5966,18,18,18,18,18,18,18,18
5868,58,6655,10,1,15,15,10,10,15,10
5869,88,10001,1,16,15,15,15,1,15,15
5870,29,3437,1,16,16,15,15,1,16,1
5871,71,1366,4,7,4,7,13,13,4,13
5872,27,8597,1,1,1,1,1,1,1,1
5873,49,4713,10,8,8,10,10,8,8,10
5874,97,6295,18,18,18,18,4,18,4,4
5875,41,1184,16,11,16,16,16,15,16,11
5876,31,3504,10,10,10,10,10,10,10,10
5877,86,4642,1,1,1,1,1,1,1,1
5878,20,909,8,8,8,8,8,8,8,8
5879,62,9521,19,2,2,2,2,2,19,19
5880,78,4169,14,1,14,19,19,14,1,1
5881,27,813,2,19,2,2,19,2,2,2
5882,106,1524,15,15,15,15,15,15,15,15
5883,76,1982,2,2,2,2,2,2,2,2
5884,60,9571,15,16,15,16,15,15,16,16
5885,52,7559,6,6,16,6,16,6,6,15
5886,55,823,15,15,15,15,15,15,15,15
5887,106,468,15,1,15,15,1,10,15,15
5888,20,228,15,15,15,15,15,15,15,15
5889,25,3752,10,15,10,15,15,15,15,15
5890,25,2250,13,1,13,4,1,4,1,13
5891,25,584,1,17,10,10,10,10,1,17
5892,25,9823,16,15,15,15,15,15,15,16
5893,25,3071,15,15,15,15,15,15,15,15
5894,25,8685,15,18,15,18,18,18,18,18
5895,25,5081,11,11,11,15,15,11,11,11
5896,25,4042,10,15,10,15,15,10,15,10
5897,99,3456,1,1,1,1,1,1,1,1
5898,51,9778,8,19,19,19,19,19,19,8
5899,106,6681,7,4,6,6,6,6,6,7
5900,46,4561,19,19,8,19,8,19,8,8
5901,113,3235,1,1,1,15,1,15,15,15
5902,25,6848,15,15,15,15,15,15,15,15
5903,25,773,6,1,1,15,15,15,6,1
5904,51,1207,15,15,15,15,15,15,15,15
5905,40,1769,5,5,5,5,5,5,1,1
5906,40,6339,16,1,1,1,16,1,16,1
5907,25,4060,1,1,1,1,1,1,1,1
5908,25,2824,15,15,15,15,15,15,15,15
5909,106,2416,10,10,8,8,15,10,10,8
5910,52,132,6,1,1,6,1,15,6,6
5911,25,8120,15,15,15,15,10,15,15,15
5912,40,1510,16,16,16,16,1,16,1,1
5913,40,4763,6,6,6,6,6,6,1,1
5914,40,10279,1,6,6,6,6,1,6,6
5915,52,8443,1,1,1,1,1,1,1,1
5916,25,6363,10,6,6,10,15,10,6,10
5917,25,238,1,15,16,1,1,11,16,1
5918,52,8555,15,15,15,15,15,15,15,15
5919,68,6589,8,8,8,8,8,8,8,8
5920,33,8625,15,1,1,1,1,15,15,1
5921,92,8160,15,14,15,15,10,15,15,14
5922,31,5460,15,15,15,15,15,15,15,15
5923,69,5737,15,10,1,10,15,10,10,15
5924,49,4688,16,1,1,1,16,16,1,1
5925,51,8805,1,1,1,1,1,1,1,1
5926,68,3912,10,10,10,15,15,10,15,10
5927,29,9646,15,15,16,16,15,16,15,15
5928,50,5593,18,17,18,17,18,17,18,17
5929,47,8449,1,17,1,1,17,17,17,17
5930,27,696,1,17,17,17,1,17,17,17
5931,43,2097,16,16,15,15,16,16,15,15
5932,75,7545,16,1,1,1,1,1,16,1
5933,29,5680,1,1,1,1,1,1,1,1
5934,42,289,17,1,1,1,17,17,17,17
5935,98,3879,10,10,16,10,10,16,16,10
5936,111,434,16,1,16,16,16,1,1,16
5937,94,4109,15,16,16,16,16,15,1,1
5938,58,8380,1,16,16,1,1,1,1,16
5939,48,2644,16,1,1,16,1,16,1,16
5940,40,7228,8,8,8,19,19,19,19,19
5941,25,7034,15,15,15,15,15,15,15,15
5942,25,6108,5,5,5,5,5,5,5,5
5943,25,691,5,5,5,5,5,5,5,5
5944,48,4078,8,19,8,19,19,19,19,8
5945,23,932,15,15,15,10,15,10,10,15
5946,78,7581,15,15,15,15,15,15,15,15
5947,74,3741,14,15,12,12,14,14,15,12
5948,82,1947,15,15,15,15,15,15,15,15
5949,51,1024,15,15,15,15,15,15,15,15
5950,89,8829,13,13,13,13,1,1,13,13
5951,37,3248,10,6,10,6,6,15,10,6
5952,64,6596,1,1,1,1,1,13,1,1
5953,111,3498,15,17,15,15,15,17,15,15
5954,69,5931,14,14,14,14,13,14,13,13
5955,88,2962,15,15,15,15,15,15,15,15
5956,52,4046,1,10,10,10,10,1,15,1
5957,40,2873,10,10,6,6,10,10,6,15
5958,40,2742,19,8,19,19,8,19,8,8
5959,40,9859,8,8,8,8,8,8,8,8
5960,25,1603,16,1,1,16,16,16,1,1
5961,25,4937,15,11,15,11,15,15,11,11
5962,25,8218,5,5,5,5,5,5,5,5
5963,25,5234,19,19,19,15,19,19,19,19
5964,41,6665,12,15,15,15,15,12,12,15
5965,43,5147,1,1,1,1,1,1,1,1
5966,75,2065,14,19,14,14,10,14,8,8
5967,106,7189,10,10,1,1,1,10,1,1
5968,74,10348,8,9,8,9,8,8,8,9
5969,62,4300,1,1,1,1,1,1,1,1
5970,31,3795,15,15,15,15,15,15,15,15
5971,61,7349,10,1,1,10,10,10,10,10
