,Year,Title,0,1,2,3,4,5,6,7,8,9
4689,80,568,11,11,11,7,7,11,7,12,7,12
4690,61,9221,8,8,13,13,4,4,4,4,4,4
4691,123,676,7,12,7,12,9,12,12,12,13,7
4692,80,8598,12,12,12,12,12,12,12,12,12,12
4693,80,419,9,12,12,13,12,13,12,12,15,12
4694,96,1105,0,15,15,15,0,0,15,15,0,15
4695,52,1179,15,15,15,15,15,15,15,15,15,15
4696,52,2470,15,15,15,15,15,0,0,0,0,0
4697,123,7633,12,17,12,17,17,17,12,12,12,12
4698,97,3999,13,15,14,14,13,15,14,15,13,13
4699,80,5352,0,0,12,12,0,12,12,12,12,0
4700,101,2077,15,7,15,15,7,15,7,15,15,15
4701,52,7168,7,7,13,7,7,13,13,13,13,13
4702,123,3608,13,13,13,15,15,9,15,13,9,9
4703,101,1031,15,12,12,15,15,12,15,15,12,15
4704,80,5207,15,0,12,12,15,15,0,12,0,12
4705,54,4615,13,15,8,7,7,7,15,15,15,15
4706,114,2227,15,12,15,15,0,0,12,15,12,0
4707,94,7375,15,15,15,15,15,15,15,15,15,15
4708,52,6704,16,15,16,15,15,15,16,15,15,16
4709,101,7700,12,12,12,12,12,12,12,12,12,12
4710,91,763,7,7,7,7,7,7,7,5,5,5
4711,123,2087,12,12,12,12,9,9,9,9,12,12
4712,52,1682,15,15,15,15,15,15,15,15,15,15
4713,114,3271,13,13,15,13,15,9,9,13,15,13
4714,123,7399,0,0,13,0,15,0,13,13,15,0
4715,101,8151,0,0,0,0,12,12,0,12,12,12
4716,82,2409,15,15,0,0,0,0,15,0,15,15
4717,91,4362,17,17,12,17,12,17,12,17,17,17
4718,80,4145,12,15,15,15,15,12,15,15,12,15
4719,54,8998,0,15,0,15,15,0,15,0,0,0
4720,91,5261,7,9,9,15,9,13,15,13,9,13
4721,144,1111,12,9,9,9,9,12,9,12,9,9
4722,123,8836,0,15,0,15,0,4,4,9,15,15
4723,123,7848,18,17,18,18,18,18,18,17,17,17
4724,101,2610,17,8,13,12,17,17,17,12,8,8
4725,91,8509,15,9,9,7,15,9,9,9,7,7
4726,79,2396,11,12,7,9,9,11,12,12,11,9
4727,110,4032,0,0,12,0,12,0,2,0,12,12
4728,88,1906,12,2,2,12,12,2,2,2,0,2
4729,72,5864,12,12,12,12,12,12,12,12,12,12
4730,88,3971,15,15,15,15,15,15,15,15,15,15
4731,76,2833,2,2,2,0,0,0,12,12,12,0
4732,49,3160,15,15,15,15,15,15,15,15,15,15
4733,88,7741,12,0,0,2,12,12,12,2,2,12
4734,59,9149,15,9,15,15,7,15,9,15,9,15
4735,76,9146,17,17,17,17,17,12,12,17,12,12
4736,145,1406,12,12,12,12,12,12,12,12,12,12
4737,141,564,15,18,15,18,18,18,18,15,18,15
4738,60,1372,2,15,15,2,15,2,15,2,2,2
4739,53,5790,0,0,0,0,15,15,15,15,0,0
4740,23,9600,15,15,15,15,15,15,15,15,15,15
4741,96,6248,11,11,11,15,11,15,11,15,15,11
4742,86,1352,17,15,17,15,17,17,17,17,15,15
4743,90,774,15,16,16,15,15,16,15,15,16,15
4744,72,4459,12,15,15,17,12,15,0,15,12,17
4745,25,4792,15,15,15,15,15,15,15,15,15,15
4746,131,4705,7,7,7,7,7,5,11,11,5,5
4747,102,4446,15,15,15,15,15,15,15,15,15,15
4748,53,2271,7,7,0,5,5,7,7,5,7,15
4749,137,1565,9,4,4,12,12,4,12,12,9,9
4750,128,6106,12,12,12,12,12,12,12,12,12,12
4751,30,2984,11,11,12,11,11,2,2,12,2,2
4752,139,4568,13,13,13,15,13,15,7,7,13,7
4753,111,7417,15,15,15,15,15,15,15,15,15,15
4754,53,5385,15,15,15,15,15,15,15,15,15,15
4755,110,9586,2,0,15,0,0,2,2,15,0,15
4756,23,5810,0,0,12,12,0,0,12,0,0,0
4757,91,4492,15,15,15,15,15,15,15,15,15,15
4758,96,3418,12,12,0,0,0,12,0,12,0,0
4759,137,1983,12,12,12,12,0,12,0,0,12,12
4760,111,6204,15,15,15,12,12,12,15,15,12,12
4761,81,750,11,11,15,15,15,11,15,15,11,15
4762,67,2811,15,15,0,0,0,0,15,15,15,0
4763,60,4536,15,15,12,12,12,15,15,15,15,12
4764,146,5899,11,15,15,11,7,15,15,11,15,7
4765,41,5112,12,12,12,12,12,12,12,12,12,12
4766,76,2732,15,15,15,0,15,15,0,15,15,15
4767,102,4512,12,12,12,12,12,12,12,12,12,12
4768,109,1741,10,10,10,10,10,10,10,10,10,10
4769,81,1526,11,19,1,17,11,11,19,19,15,17
4770,80,8092,0,0,12,12,12,0,0,12,12,0
4771,101,7185,9,15,15,12,9,12,12,9,12,15
4772,123,6940,12,12,12,12,12,12,12,12,12,12
4773,71,4749,16,16,12,16,16,12,12,12,16,12
4774,61,8936,12,13,13,12,12,13,12,13,13,13
4775,114,540,7,15,15,15,9,9,9,7,7,9
4776,84,6395,15,15,0,0,0,0,15,0,0,0
4777,72,3896,8,15,13,15,15,13,15,8,15,13
4778,70,1969,13,8,4,4,13,4,13,8,8,4
4779,97,6644,8,8,8,8,4,4,4,8,8,4
4780,114,7247,12,12,8,12,12,12,8,12,8,12
4781,101,7997,16,19,16,16,1,1,15,19,15,15
4782,49,874,0,0,12,0,12,12,0,0,0,12
4783,99,3127,12,12,12,16,15,15,15,15,12,12
4784,80,4590,4,17,17,19,19,15,15,17,15,19
4785,50,6786,10,10,10,10,10,10,10,10,10,10
4786,50,3179,15,15,15,15,15,15,15,15,15,15
4787,80,4940,15,7,7,7,7,13,13,7,7,7
4788,67,2570,15,15,15,15,15,15,15,15,15,15
4789,76,1354,2,2,12,12,0,0,2,0,2,12
4790,81,5678,15,15,15,15,13,13,13,13,15,15
4791,142,648,15,12,15,15,0,0,15,12,0,12
4792,146,5028,0,0,0,0,0,0,15,15,15,0
4793,142,8416,10,10,10,10,10,10,10,10,10,10
4794,142,359,15,0,15,15,15,15,0,15,0,0
4795,142,2735,11,16,16,7,16,11,11,11,15,11
4796,142,3156,0,15,17,0,17,0,15,17,15,0
4797,142,781,0,15,0,12,15,0,15,12,0,12
4798,142,4476,12,12,12,12,12,12,12,12,12,12
4799,142,3443,15,0,0,0,0,15,15,0,15,15
4800,142,764,7,15,17,7,17,11,17,15,11,15
4801,142,5615,15,15,0,0,15,0,0,0,0,0
4802,142,4016,12,12,12,12,12,12,12,12,12,12
4803,142,4265,10,16,10,16,16,16,10,16,10,16
4804,142,4125,15,15,15,15,15,15,15,15,15,15
4805,142,833,15,9,15,9,9,15,15,9,9,15
4806,142,1204,12,12,12,18,12,18,18,12,12,18
4807,142,3777,15,0,0,0,15,15,16,0,0,0
4808,142,779,19,7,7,13,7,13,7,19,7,7
4809,142,2269,7,7,18,7,7,11,17,18,11,11
4810,142,4329,2,2,15,2,15,15,15,2,2,2
4811,142,501,15,15,15,15,15,15,15,15,15,15
4812,75,4295,0,12,12,0,12,12,0,0,12,12
4813,142,8734,10,10,10,10,10,10,10,10,10,10
4814,75,514,12,12,12,0,12,12,12,12,0,0
4815,75,9168,9,7,7,7,9,7,7,9,9,9
4816,142,3514,15,15,15,15,15,15,15,15,15,15
4817,142,8014,15,15,15,15,15,15,15,15,15,15
4818,102,8621,15,15,15,15,15,15,15,15,15,15
4819,52,4194,15,0,0,0,0,15,0,15,0,15
4820,72,2097,15,15,15,15,15,15,15,15,15,15
4821,99,7467,15,15,0,15,0,15,0,0,0,15
4822,64,1112,15,15,15,15,15,15,15,15,15,15
4823,52,4041,12,12,12,12,12,12,12,12,12,12
4824,114,7352,7,7,7,7,7,7,7,7,7,7
4825,123,5873,7,12,12,7,12,7,7,12,12,7
4826,142,9458,8,8,8,8,8,8,8,8,8,8
4827,70,8112,11,11,11,11,11,11,11,11,11,11
4828,65,8579,12,12,12,12,12,12,12,12,12,12
4829,138,5780,15,15,15,8,8,15,15,15,8,15
4830,108,6281,12,12,12,12,12,12,12,12,12,12
4831,83,6176,12,12,0,12,12,12,0,12,12,12
4832,49,1805,12,0,12,12,0,12,12,0,0,12
4833,141,6753,15,13,16,16,13,0,13,11,16,16
4834,138,1266,9,15,13,9,15,9,15,9,13,9
4835,145,1938,14,0,9,0,15,14,9,0,9,13
4836,124,5816,15,5,15,5,5,5,5,15,5,15
4837,115,323,15,15,15,15,15,15,15,15,15,15
4838,111,2435,12,15,15,12,12,15,12,12,12,15
4839,57,5136,14,15,15,15,4,14,15,4,14,14
4840,29,3159,10,10,10,10,10,10,10,10,10,10
4841,52,3256,1,17,17,17,17,17,1,17,12,17
4842,43,7927,15,15,15,15,15,15,15,15,15,15
4843,109,1852,9,13,15,8,13,13,9,8,12,12
4844,70,156,19,19,19,19,19,19,19,19,19,19
4845,65,8173,15,16,16,15,16,15,16,15,15,15
4846,129,4947,15,15,15,15,15,15,15,15,15,15
4847,66,3176,13,8,8,8,8,13,13,13,13,8
4848,139,9090,17,11,17,11,12,2,18,18,2,12
4849,109,882,15,11,11,15,7,15,11,11,16,11
4850,52,7796,15,15,15,15,15,15,15,15,15,15
4851,75,5080,13,19,19,15,13,13,13,15,13,19
4852,75,3494,0,12,0,0,0,12,12,0,0,12
4853,142,532,10,10,10,10,10,11,10,10,10,11
4854,75,5528,9,9,13,13,9,9,12,9,13,13
4855,75,1260,12,9,12,12,12,12,9,9,9,9
4856,75,7728,15,15,2,2,15,15,15,2,2,15
4857,142,2083,15,0,12,15,15,12,12,15,0,15
4858,75,4652,12,12,12,12,12,12,12,12,12,12
4859,75,3139,18,12,11,18,18,18,9,18,11,7
4860,75,8882,15,15,15,15,15,15,15,15,15,15
4861,146,4626,0,0,12,0,12,0,12,0,12,12
4862,142,8366,15,15,15,15,15,15,15,15,15,15
4863,146,2310,12,8,19,19,19,8,12,12,12,12
4864,54,5045,13,13,8,13,13,12,12,12,12,8
4865,142,9433,15,15,15,15,15,15,15,15,15,15
4866,81,898,12,12,16,12,16,16,12,16,12,12
4867,75,311,0,0,0,0,12,0,0,0,0,0
4868,75,3580,12,12,12,12,12,12,12,12,12,12
4869,142,5416,15,12,12,15,12,12,15,15,15,15
4870,142,6936,15,15,15,15,15,15,15,15,15,15
4871,83,254,15,15,15,15,15,15,15,15,15,15
4872,128,7853,17,11,11,7,11,11,7,17,11,7
4873,67,4356,15,15,16,16,15,15,15,16,15,16
4874,29,4702,12,2,1,1,2,12,17,2,12,2
4875,101,1003,4,4,15,4,4,13,4,13,9,13
4876,54,3391,12,4,4,9,4,9,9,12,12,9
4877,91,1062,15,16,16,16,16,15,15,7,7,16
4878,91,5307,12,12,11,12,11,11,11,12,12,11
4879,85,4121,7,7,7,7,7,7,7,7,7,7
4880,53,4122,15,15,0,15,0,0,15,15,15,15
4881,99,7453,12,15,12,12,15,15,12,15,12,15
4882,75,2611,15,15,12,15,12,15,15,12,15,15
4883,75,6052,12,12,12,12,12,12,12,12,12,12
4884,75,5035,11,12,11,11,12,12,11,12,11,12
4885,75,8228,15,15,15,15,15,15,15,15,15,15
4886,75,8557,12,12,8,8,12,12,12,8,8,8
4887,75,1806,0,0,0,0,0,0,0,0,0,0
4888,75,4713,13,13,13,13,13,13,13,13,13,13
4889,142,5150,12,12,12,12,12,15,12,12,12,15
4890,75,6723,11,11,15,11,15,11,11,15,11,15
4891,75,7472,9,9,9,7,13,7,13,7,12,13
4892,75,6631,15,15,9,9,15,15,15,9,9,9
4893,99,2157,15,15,15,15,15,15,15,15,15,15
4894,95,8155,15,15,15,15,15,15,15,15,15,15
4895,124,4867,13,15,15,15,9,13,15,13,13,15
4896,108,560,14,14,14,14,14,14,14,14,14,14
4897,95,4300,15,15,15,15,16,15,15,15,15,16
4898,91,5878,12,12,12,12,12,12,12,12,12,12
4899,118,6725,12,9,9,9,9,9,9,12,9,12
4900,75,8553,7,7,12,18,11,12,11,18,7,18
4901,75,5395,0,12,0,0,12,12,0,0,0,12
4902,75,3631,4,4,13,13,13,4,4,13,13,13
4903,75,3745,13,13,13,13,13,13,13,13,13,13
4904,146,6873,15,15,15,15,15,15,15,15,15,15
4905,146,5255,12,15,12,15,15,15,0,12,15,12
4906,114,3673,15,0,0,12,12,12,0,12,15,12
4907,63,4488,15,0,15,15,0,0,0,0,15,0
4908,75,7435,15,13,7,13,8,7,8,8,13,7
4909,75,8041,19,19,0,19,15,15,0,0,0,19
4910,75,3347,15,9,15,9,13,13,13,9,15,13
4911,142,4378,12,12,15,9,9,15,15,12,9,15
4912,75,4920,0,0,0,12,15,12,12,15,0,15
4913,75,7035,9,12,12,12,9,9,9,9,9,9
4914,75,7235,15,13,13,15,9,15,15,13,15,15
4915,75,4933,7,11,7,7,4,4,11,12,7,18
4916,142,8515,4,15,13,13,4,15,4,15,15,15
4917,142,8686,15,15,15,15,15,15,15,15,15,15
4918,75,5176,7,17,8,11,11,8,7,17,11,11
4919,75,5958,0,12,12,12,12,12,12,0,12,12
4920,75,8988,7,7,7,7,7,7,7,7,7,7
4921,142,186,15,15,15,15,15,15,15,15,9,15
4922,75,6986,15,16,16,16,16,5,5,16,5,15
4923,75,4889,12,17,0,0,0,0,12,12,17,0
4924,75,5384,7,9,12,12,9,7,7,12,12,7
4925,142,5380,13,13,4,15,4,15,4,13,4,13
4926,30,4068,15,11,11,11,15,15,11,15,15,11
4927,61,7435,8,8,15,15,7,8,7,8,15,8
4928,142,849,2,2,2,15,2,15,2,15,15,2
4929,72,6941,12,11,7,7,7,11,11,12,12,12
4930,57,1204,15,12,15,15,12,15,15,12,15,12
4931,60,3032,15,15,15,15,15,15,15,15,15,15
4932,101,6363,12,12,12,12,8,12,12,8,8,8
4933,71,5688,15,12,12,12,15,15,15,15,15,12
4934,91,910,12,13,12,13,12,12,13,12,13,13
4935,75,9194,7,7,13,7,15,13,7,15,7,13
4936,75,5584,7,9,9,7,7,7,13,13,13,7
4937,75,1272,10,10,10,10,10,10,10,10,10,10
4938,142,8869,10,10,10,10,10,10,10,10,10,10
4939,75,1211,17,0,12,0,0,0,17,0,0,17
4940,75,7142,9,9,9,9,15,15,15,13,7,15
4941,75,5886,12,12,12,12,12,12,12,12,12,12
4942,75,578,8,15,13,13,15,15,8,13,8,15
4943,75,1815,12,12,12,12,0,0,12,12,12,0
4944,75,4927,12,12,12,12,12,12,12,12,12,12
4945,75,5452,8,17,11,8,17,17,17,8,17,7
4946,142,4808,15,15,15,15,15,15,15,15,15,15
4947,75,2563,12,0,12,0,0,0,0,0,0,12
4948,75,3096,7,7,16,16,11,11,7,15,15,16
4949,142,5827,9,9,9,15,15,15,15,15,15,15
4950,142,9007,15,15,15,12,15,15,12,12,12,15
4951,146,2986,8,13,13,8,8,8,13,8,8,13
4952,124,8547,15,15,15,15,15,15,15,15,15,15
4953,91,8020,19,19,19,15,11,15,15,11,11,11
4954,60,6161,7,9,7,9,7,9,9,9,9,7
4955,79,7255,15,0,0,0,0,15,15,15,0,15
4956,123,2402,15,15,15,15,15,15,15,15,15,15
4957,29,3473,8,8,15,8,8,8,8,15,15,15
4958,63,5986,15,15,15,15,15,15,15,15,15,15
4959,54,7802,0,12,12,0,12,0,0,0,12,12
4960,137,3216,13,13,15,16,16,13,13,15,15,15
4961,42,7857,17,17,17,17,13,13,17,17,8,13
4962,79,1251,7,9,9,9,9,7,7,7,9,9
4963,137,4003,8,8,8,8,8,8,8,8,8,8
4964,91,6162,10,10,10,10,10,10,10,10,10,10
4965,74,3725,7,7,13,11,13,7,19,11,19,19
4966,92,4748,11,11,7,11,13,7,11,13,11,7
4967,109,4287,15,15,15,15,15,15,15,15,15,15
4968,92,6134,11,11,13,13,13,13,7,7,7,7
4969,115,806,0,12,15,0,0,15,12,15,0,15
4970,49,6035,15,15,15,15,15,15,15,15,15,15
4971,34,2161,0,12,0,12,0,12,12,12,0,0
4972,74,3843,9,13,13,9,15,15,9,13,15,9
4973,97,4655,5,0,0,2,2,0,0,5,2,5
4974,91,7512,15,15,15,15,15,15,15,15,15,15
4975,81,7600,4,4,13,13,4,4,13,4,13,13
4976,52,6380,15,15,15,15,15,15,15,15,15,15
4977,23,309,15,15,15,15,15,15,15,15,15,15
4978,52,7885,12,12,12,12,15,12,15,12,12,12
4979,52,6061,15,15,15,15,15,15,15,15,15,15
4980,52,3920,13,13,8,8,8,13,13,8,8,13
4981,146,4475,8,8,4,4,8,4,8,4,4,13
4982,52,7000,12,12,12,12,12,12,12,12,12,12
4983,82,4206,11,19,19,19,19,11,19,11,11,19
4984,139,8022,8,8,8,8,8,8,8,8,8,8
4985,54,7669,12,17,8,8,7,12,12,7,17,8
4986,26,806,0,15,0,0,15,0,0,0,0,15
4987,71,4427,13,15,15,15,15,13,13,13,13,15
4988,108,9374,15,13,7,13,7,15,15,11,7,11
4989,123,6610,12,12,12,0,12,0,12,0,12,0
4990,98,7760,15,15,15,15,15,15,15,15,15,15
4991,85,7670,7,7,7,7,7,7,7,7,7,7
4992,77,6352,12,12,0,12,0,0,0,0,0,12
4993,38,7977,12,2,2,12,2,12,2,2,12,2
4994,80,368,12,15,15,0,12,12,0,0,0,12
4995,74,3184,17,12,12,12,12,17,12,17,12,17
4996,34,4606,0,13,0,13,8,13,13,15,8,15
4997,74,7485,0,0,0,15,2,0,0,15,0,0
4998,81,9088,12,12,12,12,12,12,12,12,12,12
4999,102,5383,7,12,12,11,0,12,12,12,7,11
5000,81,7483,12,12,12,12,12,12,12,12,12,12
5001,86,8939,9,14,13,15,13,14,9,9,14,9
5002,114,9311,12,12,15,12,15,12,12,12,12,12
5003,47,7068,8,8,15,8,8,8,8,8,8,15
5004,91,9571,18,19,18,19,18,19,11,18,19,18
5005,114,9124,15,15,15,15,15,15,15,15,15,15
5006,72,5324,15,9,15,9,15,9,9,9,9,9
5007,74,660,15,15,15,15,15,15,15,15,15,15
5008,50,6590,15,15,15,15,15,15,15,15,15,15
5009,111,382,7,7,16,15,15,16,15,7,16,7
5010,118,9103,11,17,17,7,17,17,11,7,17,17
5011,71,5881,15,13,15,13,13,15,13,13,13,13
5012,63,5693,13,13,13,15,15,15,13,15,15,16
5013,142,3035,15,15,15,15,15,15,15,15,15,15
5014,86,4306,14,13,13,13,13,14,14,13,14,13
5015,146,6591,15,15,15,15,15,15,15,15,15,15
5016,123,1592,12,12,12,12,12,12,12,12,12,12
5017,114,7854,15,7,7,7,7,7,15,7,15,15
5018,50,2021,10,10,10,10,10,10,10,10,10,10
5019,146,5140,15,15,15,15,15,15,15,15,15,15
5020,102,5031,13,13,13,13,13,13,13,13,13,13
5021,71,3730,9,13,13,11,13,13,9,9,11,7
5022,50,8853,19,19,19,11,19,19,19,11,11,11
5023,82,6955,19,15,19,19,15,19,15,15,15,19
5024,82,4336,19,19,19,19,15,19,15,19,19,19
5025,85,6957,12,2,2,2,2,2,2,12,2,12
5026,66,9101,15,9,15,15,15,9,9,9,15,9
5027,108,3038,0,11,0,11,11,11,15,0,0,11
5028,145,8655,12,0,12,0,12,13,0,0,13,12
5029,53,1385,9,4,4,4,0,9,15,12,0,12
5030,98,4561,9,12,12,4,12,4,12,12,12,4
5031,138,4277,9,9,12,12,4,9,9,4,12,4
5032,88,3049,0,0,12,0,12,4,9,4,0,0
5033,145,5038,12,15,9,4,2,2,9,12,12,2
5034,138,2172,12,12,12,12,12,12,12,12,12,12
5035,53,7785,11,11,11,12,16,16,11,16,11,11
5036,142,2040,19,17,19,19,17,17,19,19,17,19
5037,54,3007,17,17,19,17,19,17,19,17,15,17
5038,109,4376,12,12,12,12,12,12,12,12,12,12
5039,114,239,12,12,12,7,7,7,12,7,12,12
5040,84,1449,12,19,12,8,8,12,12,8,12,19
5041,109,9505,19,12,8,19,12,12,8,8,19,19
5042,146,2720,12,12,12,12,12,12,12,12,12,12
5043,99,3280,8,8,8,8,8,8,8,8,8,8
5044,124,8824,15,8,15,8,8,15,15,15,8,8
5045,80,5582,12,12,12,12,12,12,12,12,12,12
5046,74,8395,12,12,12,12,2,2,2,12,12,2
5047,60,5216,5,5,5,5,5,5,5,5,5,5
5048,137,3908,15,8,15,19,15,8,19,19,15,8
5049,25,1177,5,5,5,5,7,5,7,7,7,7
5050,102,2304,15,15,13,13,13,9,13,9,15,9
5051,23,8166,15,5,11,15,15,5,15,11,11,15
5052,70,6463,7,7,7,7,7,7,7,7,7,7
5053,95,8326,15,8,15,15,19,15,19,19,19,8
5054,67,1930,12,12,12,12,12,12,12,12,12,12
5055,29,3805,12,12,9,12,12,9,12,9,12,12
5056,49,7771,13,14,13,13,14,14,14,14,15,13
5057,65,3963,7,7,11,11,7,11,11,11,7,11
5058,118,8800,14,9,13,15,13,14,14,14,15,9
5059,80,7410,13,8,13,4,8,13,13,4,8,8
5060,54,314,10,10,10,10,10,10,10,10,10,10
5061,92,5791,12,12,12,12,12,12,12,12,12,12
5062,139,3435,16,16,16,15,15,16,15,15,15,16
5063,118,7160,15,15,15,15,15,15,15,15,15,15
5064,118,1192,15,15,15,15,15,15,15,15,15,15
5065,37,4461,15,15,15,15,15,15,15,15,15,15
5066,65,7299,15,15,15,15,15,15,15,15,15,15
5067,86,4831,9,9,14,14,9,9,9,9,14,14
5068,137,1173,13,15,15,15,13,13,13,13,15,15
5069,123,9044,8,8,17,8,8,8,17,8,8,8
5070,146,7112,15,15,15,15,15,15,15,15,15,15
5071,139,2804,2,10,2,10,2,2,2,10,2,2
5072,29,820,16,7,7,16,16,7,7,15,7,15
5073,146,8617,15,13,9,9,15,13,13,9,9,15
5074,142,5563,8,8,13,13,13,13,4,13,15,15
5075,81,9314,12,12,12,12,12,12,12,12,12,12
5076,85,5514,19,19,8,19,8,8,8,19,19,19
5077,123,6588,19,19,19,19,19,19,19,19,19,19
5078,101,5857,8,8,8,8,8,8,8,8,8,8
5079,84,7014,12,19,12,19,19,12,12,12,12,19
5080,70,2953,19,7,19,19,7,7,19,19,7,7
5081,67,9138,8,12,8,8,12,8,12,8,8,12
5082,43,4354,17,2,0,0,2,0,0,2,0,0
5083,52,5728,15,15,15,15,15,15,15,15,15,15
5084,146,3464,10,10,10,10,10,10,10,10,10,10
5085,50,8264,15,15,12,12,12,15,15,15,12,15
5086,142,371,15,15,15,15,15,15,15,15,15,15
5087,64,6447,17,1,18,1,11,17,17,1,11,18
5088,96,2439,13,15,9,9,9,15,13,15,7,13
5089,146,4191,15,13,4,13,15,15,15,4,4,13
5090,114,5155,0,12,12,0,15,0,0,12,15,0
5091,79,5821,15,15,15,15,15,15,15,15,15,15
5092,99,9086,9,12,9,12,12,0,12,9,12,9
5093,84,8238,13,8,13,9,13,8,8,9,9,13
5094,60,7639,9,15,15,9,9,9,9,15,9,9
5095,114,333,12,12,12,15,12,15,12,12,15,12
5096,41,8640,14,9,15,9,15,14,15,9,9,14
5097,101,5681,16,7,7,7,15,7,16,7,16,7
5098,23,8805,15,15,15,15,15,15,15,15,15,15
5099,123,5042,19,8,19,8,8,19,8,15,8,8
5100,50,8493,0,7,13,13,0,0,0,0,13,13
5101,97,9254,5,13,15,5,13,15,5,15,15,15
5102,50,8397,7,7,7,12,7,12,12,12,7,12
5103,123,9059,13,7,11,16,7,11,16,16,16,11
5104,85,249,15,15,15,15,15,15,15,15,15,15
5105,142,689,12,12,12,12,12,12,12,12,12,12
5106,73,2676,15,0,15,0,15,0,15,15,15,15
5107,118,7734,15,15,15,15,15,15,15,15,15,15
5108,101,2331,15,15,15,15,15,15,15,15,15,15
5109,109,4910,12,0,0,0,12,12,0,0,12,0
5110,52,2724,15,15,7,7,15,15,15,7,7,7
5111,30,5440,9,8,9,19,19,19,19,19,9,8
5112,67,4317,8,19,19,8,8,19,19,19,8,8
5113,67,2698,8,8,8,19,8,8,8,8,19,19
5114,50,8504,7,7,7,7,7,7,7,7,7,9
5115,97,3014,15,15,15,15,15,15,15,15,15,15
5116,139,2694,15,15,19,19,15,19,19,15,19,15
5117,30,8063,15,15,15,15,15,15,15,15,15,15
5118,66,604,15,15,15,15,15,15,15,15,15,15
5119,82,737,1,13,1,17,17,1,13,17,13,1
5120,80,3220,9,9,9,15,9,9,9,15,9,15
5121,76,4939,11,0,7,7,11,11,7,0,7,0
5122,101,8781,12,18,19,19,12,18,12,12,18,17
5123,92,3217,12,12,15,15,15,12,12,15,15,15
5124,43,4963,15,15,15,15,15,15,15,15,15,15
5125,66,2868,12,12,12,12,12,12,12,12,12,12
5126,137,4178,15,15,15,16,15,16,15,15,16,15
5127,95,4656,15,15,15,15,15,15,15,15,15,15
5128,66,6067,4,15,15,15,0,15,0,4,0,0
5129,64,2334,8,8,8,12,12,12,12,8,8,8
5130,67,6305,0,16,0,16,0,15,0,16,0,15
5131,108,2583,13,13,13,15,15,15,15,15,15,13
5132,60,1275,13,13,9,9,9,13,13,13,9,9
5133,123,8687,8,8,8,8,8,8,8,8,8,8
5134,59,5265,4,4,4,4,4,4,4,4,4,4
5135,115,3317,12,15,12,12,15,12,15,12,12,15
5136,20,2954,0,7,7,12,12,12,7,0,12,12
5137,30,4970,14,15,15,15,15,14,15,14,15,15
5138,25,8588,12,9,9,9,12,12,12,12,12,9
5139,37,3551,15,15,12,12,15,15,15,12,15,15
5140,79,2874,12,13,7,13,7,7,7,12,12,13
5141,71,4124,11,7,12,7,1,4,12,12,4,9
5142,114,9300,12,17,0,0,15,17,15,0,15,12
5143,29,6097,15,15,15,15,15,15,15,15,15,15
5144,70,210,10,10,10,10,10,10,10,10,10,10
5145,81,1114,2,15,15,2,2,15,15,15,2,2
5146,114,2579,13,13,7,7,7,13,13,13,13,7
5147,123,6848,12,0,15,0,0,12,15,12,0,12
5148,73,2179,12,12,12,12,12,12,12,12,12,12
5149,70,6916,7,9,9,9,7,9,7,7,9,9
5150,52,9547,15,15,15,12,12,12,15,15,15,12
5151,59,4512,12,0,0,15,15,15,15,12,0,15
5152,146,5857,15,0,15,0,0,0,15,0,15,15
5153,34,5485,12,12,12,12,12,12,12,12,12,12
5154,31,7870,15,15,15,15,15,15,15,15,15,15
5155,34,2628,12,12,0,12,12,12,0,0,12,0
5156,43,7164,16,15,15,16,15,15,16,16,16,15
5157,145,720,15,15,15,15,15,15,15,15,15,15
5158,71,5301,13,13,15,13,15,13,13,13,13,13
5159,131,8554,9,9,9,11,11,15,15,11,9,11
5160,75,1232,12,12,11,12,12,1,12,18,11,0
5161,75,8051,15,13,7,19,15,11,11,11,7,15
5162,75,701,0,0,12,15,15,12,12,12,12,0
5163,75,5567,12,12,12,12,12,12,12,12,12,12
5164,142,3533,15,15,15,15,15,15,15,15,15,15
5165,75,8623,12,12,15,12,15,12,15,15,12,15
5166,75,167,17,3,11,3,17,11,17,11,17,11
5167,75,1130,9,8,8,13,9,4,4,13,13,7
5168,142,9145,7,9,15,7,9,7,15,7,12,12
5169,75,4989,7,19,19,19,13,19,13,7,7,7
5170,75,684,12,12,1,18,1,1,18,12,1,12
5171,75,6415,12,12,12,17,12,17,13,13,13,12
5172,75,1979,10,10,10,10,10,10,10,10,10,10
5173,75,4964,12,12,12,12,12,12,12,12,12,12
5174,80,2261,15,15,15,15,15,15,15,15,15,15
5175,92,7588,15,15,15,15,15,15,15,15,15,15
5176,114,2512,12,12,12,12,12,12,12,12,12,12
5177,101,8946,12,12,12,12,12,12,12,12,12,12
5178,142,866,12,12,12,0,12,0,0,12,0,12
5179,37,4538,12,0,12,12,12,0,12,0,12,12
5180,144,2812,12,12,9,12,12,12,12,9,12,12
5181,61,2660,12,12,15,12,12,12,15,15,15,12
5182,123,2886,12,12,12,12,12,12,12,0,0,0
5183,139,1087,8,15,8,8,15,8,8,15,8,15
5184,43,200,14,14,9,15,14,15,9,15,14,9
5185,38,171,15,0,15,15,15,15,15,0,15,0
5186,80,3572,12,12,12,12,12,12,12,12,12,12
5187,101,7469,19,17,15,17,17,15,12,17,19,17
5188,71,1685,19,12,12,19,19,12,12,12,12,12
